variant,pavement_type,seed,episode,n_steps,first_compliant_step,post_compliance_violations,guard_blocks,fea_calls,fea_to_first_compliant,final_feasible,reward_mean
no_gen,flexible,1,35,20,1,9,5,15,1,True,0.3241649941731047
no_gen,flexible,1,36,20,1,16,4,16,1,False,0.019385461504118788
no_gen,flexible,1,37,20,3,4,3,17,3,False,0.4929918976248053
no_gen,flexible,1,38,20,1,7,2,18,1,True,0.446140785261791
no_gen,flexible,1,39,20,1,13,7,13,1,False,0.14645005053828702
no_gen,flexible,1,40,20,1,11,4,16,1,False,0.13746141733885142
no_gen,flexible,1,41,20,1,5,4,16,1,False,0.5059619503324322
no_gen,flexible,1,42,20,1,5,10,10,1,True,0.3427471467552841
no_gen,flexible,1,43,20,1,7,7,13,1,True,0.4014241767808427
no_gen,flexible,1,44,20,2,13,5,15,2,False,0.13369393932935714
no_gen,flexible,1,45,20,1,13,5,15,1,False,0.08985238418000678
no_gen,flexible,1,46,20,1,5,1,19,1,True,0.5958730535797763
no_gen,flexible,1,47,20,1,11,5,15,1,False,0.32753214219835625
no_gen,flexible,1,48,20,1,11,3,17,1,True,0.29072597791560373
no_gen,flexible,1,49,20,1,7,3,17,1,True,0.37611187855896866
no_gen,flexible,1,50,20,1,0,11,9,1,True,0.45799294529142526
no_gen,flexible,1,51,4,1,1,0,4,1,False,0.6555356139221119
no_gen,flexible,2,0,20,1,15,7,13,1,False,0.055962384242651084
no_gen,flexible,2,1,20,1,6,6,14,1,True,0.38994419314326123
no_gen,flexible,2,2,20,,0,6,14,,False,-0.023713894568763473
no_gen,flexible,2,3,20,1,8,10,10,1,False,0.24397608186404257
no_gen,flexible,2,4,20,12,0,11,9,4,True,0.27975593009140576
no_gen,flexible,2,5,20,1,4,8,12,1,True,0.47720812955679337
no_gen,flexible,2,6,20,1,17,6,14,1,True,-0.013442242907506835
no_gen,flexible,2,7,20,1,7,7,13,1,False,0.3707558625027793
no_gen,flexible,2,8,20,1,11,8,12,1,False,0.28438772444492183
no_gen,flexible,2,9,20,1,8,8,12,1,True,0.30810167973422653
no_gen,flexible,2,10,20,1,0,11,9,1,True,0.4592819846186981
no_gen,flexible,2,11,20,1,11,4,16,1,True,0.35018568937328315
no_gen,flexible,2,12,20,1,9,9,11,1,True,0.30305549942960575
no_gen,flexible,2,13,20,1,0,13,7,1,True,0.4031964989922455
no_gen,flexible,2,14,20,1,4,7,13,1,True,0.4833436722438094
no_gen,flexible,2,15,20,1,15,9,11,1,False,0.20608413333345327
no_gen,flexible,2,16,20,4,14,10,10,3,False,0.15504448563762968
no_gen,flexible,2,17,20,1,11,8,12,1,True,0.3072333483062499
no_gen,flexible,2,18,20,1,9,3,17,1,True,0.4188435821575001
no_gen,flexible,2,19,20,1,10,5,15,1,False,0.2696223519134976
no_gen,flexible,2,20,20,1,10,7,13,1,False,0.1771036633808407
no_gen,flexible,2,21,20,1,12,9,11,1,False,0.22364185770770256
no_gen,flexible,2,22,20,1,10,1,19,1,False,0.3371716662832735
no_gen,flexible,2,23,20,1,11,3,17,1,True,0.3099545987529412
no_gen,flexible,2,24,20,1,7,7,13,1,True,0.32648567077411333
no_gen,flexible,2,25,20,1,9,5,15,1,False,0.31307995148772993
no_gen,flexible,2,26,20,10,7,11,9,5,True,0.10910057813078093
no_gen,flexible,2,27,20,1,19,14,6,1,False,0.002075559165526832
no_gen,flexible,2,28,20,1,7,4,16,1,False,0.3218438814116158
no_gen,flexible,2,29,20,1,1,12,8,1,False,0.38234341432002944
no_gen,flexible,2,30,20,1,10,9,11,1,True,0.2442951698025734
no_gen,flexible,2,31,20,3,9,8,12,3,True,0.2545089687188983
no_gen,flexible,2,32,20,1,14,4,16,1,False,0.08910785282904551
no_gen,flexible,2,33,20,19,0,11,9,9,True,0.029705238075309493
no_gen,flexible,2,34,20,1,18,3,17,1,False,-0.02426146032079311
no_gen,flexible,2,35,20,1,10,4,16,1,False,0.24675567473078402
no_gen,flexible,2,36,20,1,11,1,19,1,True,0.33539589163269307
no_gen,flexible,2,37,20,4,11,4,16,4,False,0.21694468578244663
no_gen,flexible,2,38,20,7,4,4,16,6,True,0.28666752782746335
no_gen,flexible,2,39,20,1,8,6,14,1,True,0.25344078385890606
no_gen,flexible,2,40,20,2,15,8,12,2,False,-0.010542354100129615
no_gen,flexible,2,41,20,1,10,4,16,1,False,0.3382551903017899
no_gen,flexible,2,42,20,1,17,6,14,1,False,0.10444141898600352
no_gen,flexible,2,43,20,6,6,5,15,5,False,0.215222749765609
no_gen,flexible,2,44,20,1,9,6,14,1,False,0.33135638883920865
no_gen,flexible,2,45,20,7,6,9,11,5,True,0.18072325792510674
no_gen,flexible,2,46,20,1,8,2,18,1,False,0.47453949111117427
no_gen,flexible,2,47,20,2,9,10,10,2,False,0.3120224061124554
no_gen,flexible,2,48,20,1,16,4,16,1,False,-0.020809927301997235
no_gen,flexible,2,49,20,4,2,8,12,3,True,0.39650124510847373
no_gen,flexible,2,50,20,1,16,10,10,1,False,0.08963384114404435
no_gen,flexible,2,51,4,1,0,1,3,1,True,0.670101074062802
no_gen,semi_rigid,0,0,20,1,0,8,12,1,True,0.376618428235388
no_gen,semi_rigid,0,1,20,1,4,3,17,1,True,0.35938758025800627
no_gen,semi_rigid,0,2,20,1,0,9,11,1,True,0.19534405313386588
no_gen,semi_rigid,0,3,20,1,0,2,18,1,True,0.5200801022646186
no_gen,semi_rigid,0,4,20,1,0,5,15,1,True,0.4963260303380344
no_gen,semi_rigid,0,5,20,1,0,0,20,1,True,0.6086154531817876
no_gen,semi_rigid,0,6,20,1,0,5,15,1,True,0.3647755998908048
no_gen,semi_rigid,0,7,20,1,0,10,10,1,True,0.21225040815639976
no_gen,semi_rigid,0,8,20,1,4,6,14,1,True,0.2689210349422685
no_gen,semi_rigid,0,9,20,1,0,5,15,1,True,0.4463188252206405
no_gen,semi_rigid,0,10,20,1,0,7,13,1,True,0.3950112124785735
no_gen,semi_rigid,0,11,20,1,0,0,20,1,True,0.5704139773036803
no_gen,semi_rigid,0,12,20,1,0,3,17,1,True,0.537185609351428
no_gen,semi_rigid,0,13,20,1,0,3,17,1,True,0.43072203184395264
no_gen,semi_rigid,0,14,20,1,0,3,17,1,True,0.5261286429013048
no_gen,semi_rigid,0,15,20,1,0,6,14,1,True,0.4116364920040055
no_gen,semi_rigid,0,16,20,1,0,4,16,1,True,0.4469369779070568
no_gen,semi_rigid,0,17,20,1,0,10,10,1,True,0.25164774982902366
no_gen,semi_rigid,0,18,20,1,0,5,15,1,True,0.37381352015423397
no_gen,semi_rigid,0,19,20,1,0,2,18,1,True,0.5413887547773284
no_gen,semi_rigid,0,20,20,1,1,1,19,1,True,0.5239702431116797
no_gen,semi_rigid,0,21,20,1,0,5,15,1,True,0.5307643395051167
no_gen,semi_rigid,0,22,20,1,0,6,14,1,True,0.3728742777195581
no_gen,semi_rigid,0,23,20,1,0,4,16,1,True,0.4440698880385991
no_gen,semi_rigid,0,24,20,1,0,6,14,1,True,0.438482819837427
no_gen,semi_rigid,0,25,20,1,0,4,16,1,True,0.4931121988684467
no_gen,semi_rigid,0,26,20,1,0,9,11,1,True,0.21494784441344422
no_gen,semi_rigid,0,27,20,1,0,4,16,1,True,0.4524275484341951
no_gen,semi_rigid,0,28,20,1,0,1,19,1,True,0.6112606167043723
no_gen,semi_rigid,0,29,20,1,0,6,14,1,True,0.3709078393376254
no_gen,semi_rigid,0,30,20,1,1,3,17,1,False,0.33701850007517187
no_gen,semi_rigid,0,31,20,1,0,7,13,1,True,0.3794920424640552
no_gen,semi_rigid,0,32,20,1,8,6,14,1,True,0.1457919656017253
no_gen,semi_rigid,0,33,20,1,0,6,14,1,True,0.3256163298291979
no_gen,semi_rigid,0,34,20,1,0,2,18,1,True,0.6009299182425801
no_gen,semi_rigid,0,35,20,1,0,3,17,1,True,0.47473744407942
no_gen,semi_rigid,0,36,20,1,5,5,15,1,False,0.2887235256547517
no_gen,semi_rigid,0,37,20,1,0,7,13,1,True,0.3118877681124409
no_gen,semi_rigid,0,38,20,1,0,5,15,1,True,0.37839410427347986
no_gen,semi_rigid,0,39,20,1,0,0,20,1,True,0.5425130690323379
no_gen,semi_rigid,0,40,20,1,0,9,11,1,True,0.36456782416438316
no_gen,semi_rigid,0,41,20,1,0,4,16,1,True,0.43412213990518955
no_gen,semi_rigid,0,42,20,1,0,1,19,1,True,0.5465719153512277
no_gen,semi_rigid,0,43,20,1,0,3,17,1,True,0.4590583666138337
no_gen,semi_rigid,0,44,20,1,0,3,17,1,True,0.5391113292892371
no_gen,semi_rigid,0,45,20,1,0,0,20,1,True,0.6399852227188799
no_gen,semi_rigid,0,46,20,1,0,4,16,1,True,0.43766765950722775
no_gen,semi_rigid,0,47,20,1,0,6,14,1,True,0.40291457095180744
no_gen,semi_rigid,0,48,20,1,5,4,16,1,False,0.256958537409969
no_gen,semi_rigid,0,49,20,1,0,3,17,1,True,0.5004308273906968
no_gen,semi_rigid,0,50,20,1,0,2,18,1,True,0.5524150658136977
no_gen,semi_rigid,0,51,4,1,0,0,4,1,True,0.6684690807886913
no_gen,semi_rigid,1,0,20,1,1,3,17,1,False,0.48499138762726224
no_gen,semi_rigid,1,1,20,1,0,3,17,1,True,0.501099201814646
no_gen,semi_rigid,1,2,20,1,0,7,13,1,True,0.40067431826604816
no_gen,semi_rigid,1,3,20,1,0,3,17,1,True,0.5632575451469283
no_gen,semi_rigid,1,4,20,1,0,5,15,1,True,0.5202184506592236
no_gen,semi_rigid,1,5,20,1,0,10,10,1,True,0.3535097403821396
no_gen,semi_rigid,1,6,20,1,9,5,15,1,True,0.164147809800925
no_gen,semi_rigid,1,7,20,1,0,9,11,1,True,0.4194866936869552
no_gen,semi_rigid,1,8,20,1,1,7,13,1,False,0.28657118558709704
no_gen,semi_rigid,1,9,20,1,0,0,20,1,True,0.5585049488932933
no_gen,semi_rigid,1,10,20,1,0,9,11,1,True,0.26733368613533826
no_gen,semi_rigid,1,11,20,1,0,2,18,1,True,0.5357732288659347
no_gen,semi_rigid,1,12,20,1,0,2,18,1,True,0.5619332915896348
no_gen,semi_rigid,1,13,20,1,0,4,16,1,True,0.5668015878155612
no_gen,semi_rigid,1,14,20,1,0,4,16,1,True,0.5047289333447643
no_gen,semi_rigid,1,15,20,1,0,5,15,1,True,0.5216418947968658
no_gen,semi_rigid,1,16,20,1,0,4,16,1,True,0.507990830294987
no_gen,semi_rigid,1,17,20,1,0,7,13,1,True,0.38867871459651276
no_gen,semi_rigid,1,18,20,1,0,4,16,1,True,0.5169180827987245
no_gen,semi_rigid,1,19,20,1,0,1,19,1,True,0.5662234972700162
no_gen,semi_rigid,1,20,20,1,0,2,18,1,True,0.5729291145888562
no_gen,semi_rigid,1,21,20,1,0,3,17,1,True,0.535066793233048
no_gen,semi_rigid,1,22,20,1,0,6,14,1,True,0.3105145178565284
no_gen,semi_rigid,1,23,20,1,0,0,20,1,True,0.5839882596094693
no_gen,semi_rigid,1,24,20,1,0,1,19,1,True,0.6193079132414729
no_gen,semi_rigid,1,25,20,1,0,11,9,1,True,0.27362898054335816
no_gen,semi_rigid,1,26,20,1,0,10,10,1,True,0.3021717687216485
no_gen,semi_rigid,1,27,20,1,0,1,19,1,True,0.6420263657070755
no_gen,semi_rigid,1,28,20,1,0,0,20,1,True,0.6636334095421252
no_gen,semi_rigid,1,29,20,1,0,4,16,1,True,0.5077266113854988
no_gen,semi_rigid,1,30,20,1,0,5,15,1,True,0.4366979658178608
no_gen,semi_rigid,1,31,20,1,0,6,14,1,True,0.4620372409740649
no_gen,semi_rigid,1,32,20,1,0,3,17,1,True,0.5267760732776492
no_gen,semi_rigid,1,33,20,1,0,2,18,1,True,0.5990230301087938
no_gen,semi_rigid,1,34,20,1,0,3,17,1,True,0.5509098991460095
no_gen,semi_rigid,1,35,20,1,0,11,9,1,True,0.31771192838405876
no_gen,semi_rigid,1,36,20,1,0,1,19,1,True,0.6410716818684639
no_gen,semi_rigid,1,37,20,1,0,4,16,1,True,0.469025807730514
no_gen,semi_rigid,1,38,20,1,0,5,15,1,True,0.4550817526246459
no_gen,semi_rigid,1,39,20,1,0,5,15,1,True,0.4243567750074229
no_gen,semi_rigid,1,40,20,1,0,4,16,1,True,0.44961816852378755
no_gen,semi_rigid,1,41,20,1,0,1,19,1,True,0.536457313441573
no_gen,semi_rigid,1,42,20,1,0,4,16,1,True,0.4925156910254188
no_gen,semi_rigid,1,43,20,1,0,7,13,1,True,0.4114148685722821
no_gen,semi_rigid,1,44,20,1,0,0,20,1,True,0.5921090999798809
no_gen,semi_rigid,1,45,20,1,0,1,19,1,True,0.5089954549910478
no_gen,semi_rigid,1,46,20,1,0,2,18,1,True,0.5849146635766668
no_gen,semi_rigid,1,47,20,1,0,3,17,1,True,0.4785116691437043
no_gen,semi_rigid,1,48,20,1,0,1,19,1,True,0.5662155869465841
no_gen,semi_rigid,1,49,20,1,0,5,15,1,True,0.32595603808786217
no_gen,semi_rigid,1,50,20,1,0,7,13,1,True,0.36142557466210645
no_gen,semi_rigid,1,51,4,1,0,0,4,1,True,0.6886785904251562
no_gen,semi_rigid,2,0,20,1,0,8,12,1,True,0.30206409888152985
no_gen,semi_rigid,2,1,20,1,0,0,20,1,True,0.6239409457254997
no_gen,semi_rigid,2,2,20,1,0,12,8,1,True,0.3380599189022385
no_gen,semi_rigid,2,3,20,1,0,8,12,1,True,0.3442832524678606
no_gen,semi_rigid,2,4,20,1,0,6,14,1,True,0.4275216787751515
no_gen,semi_rigid,2,5,20,1,0,4,16,1,True,0.4521492589530597
no_gen,semi_rigid,2,6,20,1,5,2,18,1,True,0.28802438298833183
no_gen,semi_rigid,2,7,20,1,1,2,18,1,True,0.4847916902709426
no_gen,semi_rigid,2,8,20,1,0,5,15,1,True,0.5068539909329064
no_gen,semi_rigid,2,9,20,1,0,5,15,1,True,0.4182522693582177
no_gen,semi_rigid,2,10,20,1,0,7,13,1,True,0.388190709940962
no_gen,semi_rigid,2,11,20,1,0,6,14,1,True,0.38872311791224406
no_gen,semi_rigid,2,12,20,1,4,3,17,1,True,0.37817969136488316
no_gen,semi_rigid,2,13,20,1,0,0,20,1,True,0.6290630788833715
no_gen,semi_rigid,2,14,20,1,0,6,14,1,True,0.4536746320046463
no_gen,semi_rigid,2,15,20,1,3,5,15,1,True,0.30498952171048666
no_gen,semi_rigid,2,16,20,1,0,5,15,1,True,0.4687743013271278
no_gen,semi_rigid,2,17,20,1,0,2,18,1,True,0.5607591727312611
no_gen,semi_rigid,2,18,20,1,0,2,18,1,True,0.5546180347270864
no_gen,semi_rigid,2,19,20,1,3,2,18,1,True,0.3581129894264613
no_gen,semi_rigid,2,20,20,1,5,2,18,1,False,0.3571913896984498
no_gen,semi_rigid,2,21,20,1,0,0,20,1,True,0.6713126019698341
no_gen,semi_rigid,2,22,20,1,0,0,20,1,True,0.560472236193204
no_gen,semi_rigid,2,23,20,1,5,6,14,1,True,0.27761590660668856
no_gen,semi_rigid,2,24,20,1,0,6,14,1,True,0.3658273420314627
no_gen,semi_rigid,2,25,20,1,2,2,18,1,False,0.4684708587940186
no_gen,semi_rigid,2,26,20,1,0,3,17,1,True,0.5465241371791707
no_gen,semi_rigid,2,27,20,1,0,6,14,1,True,0.4266265547074277
no_gen,semi_rigid,2,28,20,1,0,4,16,1,True,0.3904325014452361
no_gen,semi_rigid,2,29,20,1,0,6,14,1,True,0.3711526244158471
no_gen,semi_rigid,2,30,20,1,0,2,18,1,True,0.6229781851180008
no_gen,semi_rigid,2,31,20,1,0,4,16,1,True,0.5780554524020669
no_gen,semi_rigid,2,32,20,1,0,6,14,1,True,0.3596493607457886
no_gen,semi_rigid,2,33,20,1,0,8,12,1,True,0.46175749118533355
no_gen,semi_rigid,2,34,20,1,0,0,20,1,True,0.5565716140808568
no_gen,semi_rigid,2,35,20,1,0,2,18,1,True,0.48607621822837477
no_gen,semi_rigid,2,36,20,1,0,2,18,1,True,0.5387854601960725
no_gen,semi_rigid,2,37,20,1,0,3,17,1,True,0.5350316216389063
no_gen,semi_rigid,2,38,20,1,0,9,11,1,True,0.39617242799672
no_gen,semi_rigid,2,39,20,1,0,5,15,1,True,0.35454851503047724
no_gen,semi_rigid,2,40,20,1,1,4,16,1,False,0.357519668109182
no_gen,semi_rigid,2,41,20,1,0,2,18,1,True,0.5632638912103791
no_gen,semi_rigid,2,42,20,1,0,4,16,1,True,0.47700171266758434
no_gen,semi_rigid,2,43,20,1,0,1,19,1,True,0.5914120113383183
no_gen,semi_rigid,2,44,20,1,0,3,17,1,True,0.5433779213357448
no_gen,semi_rigid,2,45,20,1,0,5,15,1,True,0.3839630105026481
no_gen,semi_rigid,2,46,20,1,0,5,15,1,True,0.43720275231930306
no_gen,semi_rigid,2,47,20,1,0,5,15,1,True,0.4304822918838875
no_gen,semi_rigid,2,48,20,1,0,0,20,1,True,0.5729504371098402
no_gen,semi_rigid,2,49,20,1,0,2,18,1,True,0.5531006923851429
no_gen,semi_rigid,2,50,20,1,5,10,10,1,True,0.05703901204918125
no_gen,semi_rigid,2,51,4,1,0,0,4,1,True,0.6473879125309305
no_rag,flexible,0,0,40,1,9,15,25,2,True,0.4557104729012676
no_rag,flexible,0,1,40,1,17,18,22,2,True,0.22852171017436723
no_rag,flexible,0,2,40,1,37,23,17,2,False,-0.15015718087737126
no_rag,flexible,0,3,40,1,15,7,33,2,True,0.31860252512529275
no_rag,flexible,0,4,40,16,4,23,17,15,False,0.044955400498603235
no_rag,flexible,0,5,40,1,31,12,28,2,False,0.11025114760382777
no_rag,flexible,0,6,40,1,13,10,30,2,True,0.3610304387339053
no_rag,flexible,0,7,40,1,38,13,27,2,False,-0.10502655912114094
no_rag,flexible,0,8,40,1,34,13,27,2,True,-0.12588221446970851
no_rag,flexible,0,9,40,1,17,19,21,2,True,0.2656761114592868
no_rag,flexible,0,10,40,1,16,9,31,2,True,0.33588809600854136
no_rag,flexible,0,11,40,1,13,11,29,2,True,0.4010421929711989
no_rag,flexible,0,12,40,1,18,12,28,2,True,0.24112857022922926
no_rag,flexible,0,13,40,1,8,9,31,2,True,0.5147295288585256
no_rag,flexible,0,14,40,1,26,14,26,2,False,0.1957257247179157
no_rag,flexible,0,15,40,8,12,16,24,12,True,0.09532375533538176
no_rag,flexible,0,16,40,1,24,14,26,2,True,0.16751476890920142
no_rag,flexible,0,17,40,1,32,13,27,2,True,0.0658272343254462
no_rag,flexible,0,18,40,1,14,10,30,2,True,0.37056386257629503
no_rag,flexible,0,19,40,1,4,5,35,2,True,0.6525489304585357
no_rag,flexible,0,20,40,1,23,8,32,2,False,0.2161766861137681
no_rag,flexible,0,21,40,1,35,14,26,2,True,0.02462951621987309
no_rag,flexible,0,22,40,1,5,9,31,2,True,0.5548234408579351
no_rag,flexible,0,23,40,1,20,12,28,2,True,0.35851821042096244
no_rag,flexible,0,24,40,1,34,14,26,2,False,0.13834257458021912
no_rag,flexible,0,25,40,1,28,17,23,2,True,0.1713809353545634
no_rag,flexible,0,26,40,1,16,19,21,2,True,0.288400296538723
no_rag,flexible,0,27,40,1,10,3,37,2,True,0.5167452143600892
no_rag,flexible,0,28,40,1,25,7,33,2,True,0.2102044878053931
no_rag,flexible,0,29,40,1,13,18,22,2,True,0.318586764490599
no_rag,flexible,0,30,40,1,14,14,26,2,True,0.26822597548814964
no_rag,flexible,0,31,40,1,7,13,27,2,True,0.4674762537801319
no_rag,flexible,0,32,40,1,18,17,23,2,True,0.11292955426322271
no_rag,flexible,0,33,40,4,18,8,32,8,True,0.20779826309262273
no_rag,flexible,0,34,40,1,23,7,33,2,True,0.28609509057386295
no_rag,flexible,0,35,40,1,4,1,39,2,True,0.6737743650328287
no_rag,flexible,0,36,40,1,9,15,25,2,True,0.4002953418798819
no_rag,flexible,0,37,40,1,8,14,26,2,True,0.3653859508136019
no_rag,flexible,0,38,40,1,13,3,37,2,True,0.46356918611796
no_rag,flexible,0,39,40,1,0,4,36,2,True,0.721132897292063
no_rag,flexible,0,40,40,1,12,12,28,2,True,0.45047637033454196
no_rag,flexible,0,41,40,1,25,12,28,2,True,0.2115473033961281
no_rag,flexible,0,42,40,1,14,6,34,2,True,0.37760198733580425
no_rag,flexible,0,43,40,1,21,17,23,2,True,0.2094935274117819
no_rag,flexible,0,44,40,1,25,12,28,2,False,0.21491540679128426
no_rag,flexible,0,45,40,1,9,4,36,2,True,0.5383803878865592
no_rag,flexible,0,46,40,1,13,6,34,2,True,0.39937606924874325
no_rag,flexible,0,47,40,1,32,17,23,2,True,0.0008877358350144221
no_rag,flexible,0,48,40,3,27,9,31,6,False,-0.08103761183482001
no_rag,flexible,0,49,40,5,2,5,35,10,True,0.49964622844648704
no_rag,flexible,0,50,40,1,3,6,34,2,True,0.6261181668136284
no_rag,flexible,0,51,8,1,0,0,8,2,True,0.6925194278596507
no_rag,flexible,1,0,40,1,19,10,30,2,True,0.3670597910920269
no_rag,flexible,1,1,40,1,13,7,33,2,True,0.435994596106622
no_rag,flexible,1,2,40,1,7,15,25,2,True,0.43649037900503346
no_rag,flexible,1,3,40,1,22,13,27,2,True,0.25521527770038704
no_rag,flexible,1,4,40,4,3,5,35,6,True,0.587436670052784
no_rag,flexible,1,5,40,1,16,15,25,2,True,0.3211921347070571
no_rag,flexible,1,6,40,1,18,11,29,2,True,0.1348585079381376
no_rag,flexible,1,7,40,1,17,12,28,2,False,0.37976290020461867
no_rag,flexible,1,8,40,3,21,6,34,6,False,0.2806795145515452
no_rag,flexible,1,9,40,1,20,13,27,2,True,0.25381151923958145
no_rag,flexible,1,10,40,1,33,28,12,2,False,0.14520457628249828
no_rag,flexible,1,11,40,1,3,17,23,2,True,0.4165490267251011
no_rag,flexible,1,12,40,1,13,14,26,2,True,0.40593282851195395
no_rag,flexible,1,13,40,1,20,10,30,2,False,0.3952642368078726
no_rag,flexible,1,14,40,1,5,20,20,2,True,0.4069851349592308
no_rag,flexible,1,15,40,1,12,3,37,2,True,0.5258677167335
no_rag,flexible,1,16,40,1,10,5,35,2,True,0.4443029963403914
no_rag,flexible,1,17,40,1,3,17,23,2,True,0.36765406086814567
no_rag,flexible,1,18,40,1,7,15,25,2,True,0.4811706869513618
no_rag,flexible,1,19,40,1,16,13,27,2,True,0.28486501710585366
no_rag,flexible,1,20,40,1,15,6,34,2,True,0.41663722031902345
no_rag,flexible,1,21,40,1,11,8,32,2,True,0.4955962943346723
no_rag,flexible,1,22,40,1,17,8,32,2,True,0.19862960328114337
no_rag,flexible,1,23,40,1,8,15,25,2,True,0.4174433446981428
no_rag,flexible,1,24,40,1,5,7,33,2,True,0.6069956039484461
no_rag,flexible,1,25,40,1,12,21,19,2,True,0.3561016387972333
no_rag,flexible,1,26,40,1,16,12,28,2,True,0.3764346763703553
no_rag,flexible,1,27,40,1,15,5,35,2,True,0.4429178337674696
no_rag,flexible,1,28,40,1,17,11,29,2,True,0.26592928423585105
no_rag,flexible,1,29,40,1,12,15,25,2,True,0.41886336677871583
no_rag,flexible,1,30,40,1,16,14,26,2,True,0.3185087443520077
no_rag,flexible,1,31,40,1,4,19,21,2,True,0.43183447590067975
no_rag,flexible,1,32,40,1,4,10,30,2,True,0.5565045462683094
no_rag,flexible,1,33,40,1,10,12,28,2,True,0.4892617397828225
no_rag,flexible,1,34,40,1,23,10,30,2,True,0.2586024040104386
no_rag,flexible,1,35,40,1,24,5,35,2,True,0.28631494421093817
no_rag,flexible,1,36,40,1,16,14,26,2,True,0.2748941906938226
no_rag,flexible,1,37,40,1,4,6,34,2,True,0.5540893140480458
no_rag,flexible,1,38,40,1,17,6,34,2,True,0.3699575314201459
no_rag,flexible,1,39,40,1,13,14,26,2,True,0.280443502768478
no_rag,flexible,1,40,40,1,13,12,28,2,True,0.31878363896588646
no_rag,flexible,1,41,40,1,15,11,29,2,True,0.36205962167912825
no_rag,flexible,1,42,40,1,12,17,23,2,True,0.35275375934503883
no_rag,flexible,1,43,40,1,27,12,28,2,True,0.16584759547861946
no_rag,flexible,1,44,40,1,13,9,31,2,True,0.3536155839014684
no_rag,flexible,1,45,40,1,30,16,24,2,False,-0.1067479806735018
no_rag,flexible,1,46,40,1,11,4,36,2,True,0.524467001553695
no_rag,flexible,1,47,40,1,7,16,24,2,True,0.46107802514177615
no_rag,flexible,1,48,40,1,5,9,31,2,True,0.548006501781652
no_rag,flexible,1,49,40,1,36,7,33,2,False,-0.1694508398132053
no_rag,flexible,1,50,40,1,4,17,23,2,True,0.47098415010810407
no_rag,flexible,1,51,8,1,1,0,8,2,True,0.616037401357412
no_rag,flexible,2,0,40,1,14,10,30,2,True,0.39591828035409443
no_rag,flexible,2,1,40,1,27,14,26,2,False,0.0671003565740365
no_rag,flexible,2,2,40,,0,20,20,,False,-0.10835744606959033
no_rag,flexible,2,3,40,1,38,27,13,2,False,-0.19332292412640162
no_rag,flexible,2,4,40,,0,20,20,,False,-0.12385259510825794
no_rag,flexible,2,5,40,1,32,18,22,2,False,-0.05968693896001196
no_rag,flexible,2,6,40,1,38,20,20,2,False,-0.2158583328290046
no_rag,flexible,2,7,40,1,26,14,26,2,False,0.08365272183858906
no_rag,flexible,2,8,40,1,29,17,23,2,False,0.05164861275136952
no_rag,flexible,2,9,40,1,16,14,26,2,True,0.3012577744965958
no_rag,flexible,2,10,40,1,6,19,21,2,False,0.37591304643036916
no_rag,flexible,2,11,40,1,37,18,22,2,False,-0.1459958406118676
no_rag,flexible,2,12,40,1,21,16,24,2,False,0.2245573956616534
no_rag,flexible,2,13,40,1,0,20,20,2,True,0.4327156023513499
no_rag,flexible,2,14,40,1,34,16,24,2,False,-0.038035731132949474
no_rag,flexible,2,15,40,1,35,23,17,2,False,-0.14461058247313902
no_rag,flexible,2,16,40,1,30,18,22,2,False,-0.0272391136032841
no_rag,flexible,2,17,40,1,4,10,30,2,True,0.5972380460045142
no_rag,flexible,2,18,40,1,37,17,23,2,False,-0.1572278814261833
no_rag,flexible,2,19,40,1,14,15,25,2,True,0.35216693434256874
no_rag,flexible,2,20,28,1,19,11,17,2,False,-0.03223161966639365
no_rag,flexible,2,21,20,,0,13,7,,False,-0.30430843222283716
no_rag,flexible,2,22,20,,0,12,8,,False,-0.31058950926741163
no_rag,flexible,2,23,20,2,0,4,16,2,True,0.6402079676541403
no_rag,flexible,2,24,20,2,0,4,16,2,True,0.6418700570056977
no_rag,flexible,2,25,20,2,0,8,12,2,True,0.5148301547875326
no_rag,flexible,2,26,20,,0,13,7,,False,-0.29314014178653813
no_rag,flexible,2,27,20,2,7,10,10,2,False,0.299664175433012
no_rag,flexible,2,28,20,,0,10,10,,False,-0.3052375582777444
no_rag,flexible,2,29,20,,0,13,7,,False,-0.29774510076894506
no_rag,flexible,2,30,20,2,0,12,8,2,True,0.37280970904618843
no_rag,flexible,2,31,20,2,14,3,17,2,False,0.21385994168960862
no_rag,flexible,2,32,20,,0,12,8,,False,-0.29499956606397376
no_rag,flexible,2,33,20,2,0,8,12,2,True,0.5362516954931082
no_rag,flexible,2,34,20,,0,15,5,,False,-0.30448109168230847
no_rag,flexible,2,35,20,2,0,1,19,2,True,0.7279511736484428
no_rag,flexible,2,36,20,2,0,5,15,2,True,0.6040479462190428
no_rag,flexible,2,37,20,,0,15,5,,False,-0.32062594408322564
no_rag,flexible,2,38,20,2,8,3,17,2,True,0.388622560989918
no_rag,flexible,2,39,20,,0,12,8,,False,-0.29945106920005193
no_rag,flexible,2,40,20,,0,9,11,,False,-0.3129965936583692
no_rag,flexible,2,41,20,,0,15,5,,False,-0.2800872310160242
no_rag,flexible,2,42,20,,0,13,7,,False,-0.2977754523240181
no_rag,flexible,2,43,20,,0,9,11,,False,-0.29045443819083105
no_rag,flexible,2,44,20,,0,12,8,,False,-0.2997435632038518
